#go-basic.obo: fmt(1.2) rel(2018-09-19) 47,343 GO Terms
#Study: 441 vs. Population 38747
#
#44 GO IDs in assc. are not found in the GO-DAG: GO:0030806 GO:0001153 GO:0001152 GO:1904720 GO:0001076 GO:0004871 GO:0030820 GO:0031658 GO:0030817 GO:0001191 GO:0001190 GO:0030818 GO:0030819 GO:0030816 GO:0005057 GO:0030814 GO:0030815 GO:0004716 GO:0001087 GO:0000989 GO:0000988 GO:0001026 GO:1904722 GO:0035625 GO:0001007 GO:0006987 GO:0009400 GO:0001129 GO:0030827 GO:0001084 GO:0030825 GO:0030823 GO:0030969 GO:0030804 GO:0030807 GO:0001082 GO:0030803 GO:0030828 GO:0090485 GO:0004702 GO:0000990 GO:0000991 GO:0031659 GO:0098811
# 47% 18,283 of 38,747 population items found in association
# 53%    235 of    441 study items found in association
#100%    441 of    441 study items found in population(38747)
#Calculating 19,793 uncorrected p-values using fisher
#  19,793 GO terms are associated with 18,283 of 38,747 population items
#   4,015 GO terms are associated with    235 of    441 study items
#       9 GO terms found significant (< 0.05=alpha) after multitest correction: local bonferroni
#      10 GO terms found significant (< 0.05=alpha) after multitest correction: local sidak
#       9 GO terms found significant (< 0.05=alpha) after multitest correction: local holm
#      95 GO terms found significant (< 0.05=alpha) after multitest correction: statsmodels fdr_bh
#  1,075 of 19,793 results have uncorrected P-values <= 0.05=pval
#
# Generated by GOATOOLS v0.8.12 (2019-08-09)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.....GO:0005509	MF	e	calcium ion binding           	39/441	2027/38747	0.00163	5	39	1	1	1	0.135	t11436aep, t12198aep, t12680aep, t16424aep, t17803aep, t17956aep, t18338aep, t18683aep, t18960aep, t203aep, t21013aep, t21682aep, t2368aep, t24246aep, t24687aep, t24938aep, t25020aep, t25153aep, t26415aep, t2654aep, t26705aep, t2830aep, t29612aep, t29685aep, t3105aep, t33020aep, t33764aep, t34385aep, t34424aep, t34609aep, t36169aep, t36613aep, t37405aep, t38611aep, t526aep, t527aep, t5520aep, t7388aep, t9936aep
....GO:0015116	MF	e	sulfate transmembrane transporter activity	4/441	46/38747	0.00185	6	4	1	1	1	0.144	t29674aep, t30176aep, t33022aep, t8142aep
.....GO:0030554	MF	e	adenyl nucleotide binding     	80/441	5050/38747	0.00215	6	80	1	1	1	0.158	t10593aep, t11116aep, t13511aep, t13546aep, t13547aep, t13899aep, t13937aep, t14055aep, t14109aep, t14347aep, t14735aep, t14844aep, t16778aep, t16922aep, t18960aep, t19259aep, t20009aep, t20542aep, t20852aep, t21013aep, t21682aep, t22133aep, t24791aep, t24949aep, t25302aep, t25651aep, t25683aep, t26438aep, t2654aep, t26740aep, t27839aep, t28206aep, t28405aep, t29320aep, t29612aep, t29674aep, t30054aep, t30176aep, t30770aep, t31503aep, t31813aep, t31838aep, t31944aep, t31997aep, t3227aep, t32532aep, t32984aep, t33020aep, t33022aep, t33475aep, t33764aep, t34475aep, t34538aep, t34847aep, t35271aep, t35573aep, t35590aep, t35592aep, t35608aep, t36169aep, t37460aep, t38432aep, t38653aep, t38672aep, t38673aep, t3924aep, t514aep, t515aep, t5403aep, t5520aep, t5862aep, t5914aep, t6933aep, t7281aep, t7577aep, t8142aep, t8222aep, t8582aep, t8946aep, t9936aep
...GO:0015075	MF	e	ion transmembrane transporter activity	32/441	1615/38747	0.0025	3	32	1	1	1	0.173	t13511aep, t14664aep, t15078aep, t16922aep, t17750aep, t17803aep, t17956aep, t18338aep, t20009aep, t24246aep, t24938aep, t25020aep, t27641aep, t29612aep, t29674aep, t30176aep, t31144aep, t3227aep, t3282aep, t33022aep, t33764aep, t35271aep, t36613aep, t37460aep, t38611aep, t526aep, t527aep, t5520aep, t6933aep, t7288aep, t8142aep, t9936aep
......GO:0015079	MF	e	potassium ion transmembrane transporter activity	10/441	302/38747	0.00262	7	10	1	1	1	0.174	t14664aep, t17803aep, t18338aep, t25020aep, t29612aep, t33764aep, t35271aep, t37460aep, t527aep, t5520aep
......GO:0022843	MF	e	voltage-gated cation channel activity	8/441	207/38747	0.0027	8	8	1	1	1	0.179	t14664aep, t17803aep, t18338aep, t24938aep, t25020aep, t36613aep, t37460aep, t9936aep
.....GO:0022836	MF	e	gated channel activity        	14/441	518/38747	0.00273	5	14	1	1	1	0.18	t13511aep, t14664aep, t17750aep, t17803aep, t18338aep, t24246aep, t24938aep, t25020aep, t31144aep, t36613aep, t37460aep, t526aep, t527aep, t9936aep
...GO:0008201	MF	e	heparin binding               	6/441	122/38747	0.0028	4	6	1	1	1	0.183	t21682aep, t24687aep, t2654aep, t33020aep, t34424aep, t7388aep
...GO:0016757	MF	e	transferase activity, transferring glycosyl groups	19/441	793/38747	0.00317	3	19	1	1	1	0.2	t13546aep, t13547aep, t14391aep, t17956aep, t21229aep, t27033aep, t27538aep, t2830aep, t29612aep, t29674aep, t30176aep, t32532aep, t33022aep, t35271aep, t38251aep, t38432aep, t38653aep, t5520aep, t8142aep
...GO:0017171	MF	e	serine hydrolase activity     	16/441	631/38747	0.00334	3	16	1	1	1	0.209	t12198aep, t14664aep, t16424aep, t21013aep, t21229aep, t24246aep, t24687aep, t28151aep, t3141aep, t3142aep, t3227aep, t33020aep, t34385aep, t34424aep, t38611aep, t7388aep
...GO:0015318	MF	e	inorganic molecular entity transmembrane transporter activity	30/441	1513/38747	0.004	3	30	1	1	1	0.237	t13511aep, t14664aep, t15078aep, t17750aep, t17803aep, t17956aep, t18338aep, t24246aep, t24938aep, t25020aep, t27641aep, t29612aep, t29674aep, t30176aep, t31144aep, t3227aep, t3282aep, t33022aep, t33764aep, t35271aep, t36613aep, t37460aep, t38611aep, t526aep, t527aep, t5520aep, t6933aep, t7288aep, t8142aep, t9936aep
.....GO:0046873	MF	e	metal ion transmembrane transporter activity	19/441	831/38747	0.00421	6	19	1	1	1	0.247	t14664aep, t17803aep, t18338aep, t24246aep, t24938aep, t25020aep, t29612aep, t3227aep, t3282aep, t33764aep, t35271aep, t36613aep, t37460aep, t38611aep, t526aep, t527aep, t5520aep, t7288aep, t9936aep
....GO:0008146	MF	e	sulfotransferase activity     	5/441	93/38747	0.00428	4	5	1	1	1	0.247	t11116aep, t13269aep, t29730aep, t32607aep, t34486aep
....GO:0019905	MF	e	syntaxin binding              	4/441	58/38747	0.00433	4	4	1	1	1	0.247	t14426aep, t31838aep, t32984aep, t9936aep
.....GO:0003956	MF	e	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	2/441	9/38747	0.00441	5	2	1	1	1	0.247	t13546aep, t13547aep
.....GO:0016888	MF	e	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	3/441	30/38747	0.00473	7	3	1	1	1	0.26	t30770aep, t31997aep, t8582aep
..GO:0140096	MF	e	catalytic activity, acting on a protein	86/441	5668/38747	0.00533	2	86	1	1	1	0.287	t10518aep, t10593aep, t11116aep, t12198aep, t13511aep, t13937aep, t14055aep, t14426aep, t14664aep, t14844aep, t15851aep, t16424aep, t17178aep, t17803aep, t17956aep, t18960aep, t19259aep, t19405aep, t19723aep, t203aep, t20542aep, t20662aep, t20852aep, t21013aep, t21229aep, t21682aep, t22133aep, t24246aep, t24687aep, t24791aep, t25302aep, t25651aep, t26415aep, t26438aep, t2654aep, t27033aep, t27839aep, t28151aep, t28206aep, t2830aep, t28521aep, t29320aep, t29674aep, t29685aep, t29764aep, t30054aep, t30176aep, t31144aep, t3141aep, t3142aep, t31503aep, t31813aep, t31838aep, t31997aep, t3227aep, t32984aep, t33020aep, t33022aep, t33111aep, t34385aep, t34424aep, t34475aep, t34609aep, t35271aep, t35590aep, t35592aep, t36169aep, t37004aep, t37460aep, t38432aep, t38611aep, t3924aep, t514aep, t515aep, t5403aep, t5862aep, t6387aep, t6933aep, t7281aep, t7388aep, t7712aep, t8142aep, t8222aep, t8645aep, t8946aep, t9936aep
..GO:0003700	MF	e	DNA-binding transcription factor activity	27/441	1349/38747	0.00545	2	27	1	1	1	0.287	t10593aep, t11695aep, t13899aep, t14055aep, t14593aep, t14735aep, t17893aep, t19405aep, t23663aep, t24687aep, t24791aep, t25302aep, t25651aep, t26772aep, t27641aep, t28608aep, t30054aep, t31997aep, t32984aep, t34424aep, t4831aep, t5862aep, t7577aep, t7712aep, t8582aep, t8645aep, t9529aep
.....GO:0004421	MF	e	hydroxymethylglutaryl-CoA synthase activity	2/441	10/38747	0.00547	5	2	1	1	1	0.287	t16922aep, t20009aep
.....GO:0017075	MF	e	syntaxin-1 binding            	2/441	10/38747	0.00547	5	2	1	1	1	0.287	t31838aep, t32984aep
...GO:0004672	MF	e	protein kinase activity       	38/441	2133/38747	0.00615	5	38	1	1	1	0.308	t11116aep, t13511aep, t17803aep, t17956aep, t18960aep, t19259aep, t20542aep, t20852aep, t21013aep, t21682aep, t22133aep, t24791aep, t25302aep, t2654aep, t28206aep, t29320aep, t29764aep, t30054aep, t31503aep, t31813aep, t31838aep, t31997aep, t3227aep, t32984aep, t34475aep, t35271aep, t35592aep, t36169aep, t37460aep, t38432aep, t3924aep, t514aep, t515aep, t5403aep, t5862aep, t7281aep, t8946aep, t9936aep
.....GO:0008237	MF	e	metallopeptidase activity     	17/441	723/38747	0.00648	5	17	1	1	1	0.321	t10593aep, t12198aep, t13511aep, t14664aep, t16424aep, t19723aep, t21013aep, t21682aep, t26415aep, t2654aep, t29685aep, t3227aep, t33020aep, t34385aep, t34609aep, t36169aep, t8222aep
GO:0003674	MF	e	molecular_function            	221/441	16914/38747	0.00679	0	221	1	1	1	0.329	t10028aep, t10518aep, t10593aep, t11116aep, t11117aep, t11396aep, t11436aep, t11695aep, t12198aep, t1246aep, t12680aep, t13269aep, t13511aep, t13546aep, t13547aep, t13899aep, t13937aep, t14055aep, t14109aep, t14347aep, t14391aep, t14426aep, t14491aep, t14593aep, t14664aep, t14735aep, t14844aep, t14933aep, t15078aep, t15805aep, t15844aep, t15851aep, t16182aep, t16424aep, t16778aep, t16922aep, t16927aep, t16928aep, t17178aep, t17263aep, t17722aep, t17750aep, t17803aep, t17893aep, t17956aep, t18192aep, t18338aep, t18342aep, t18501aep, t18606aep, t18683aep, t18960aep, t19259aep, t19328aep, t19405aep, t19681aep, t19723aep, t20009aep, t203aep, t20542aep, t20662aep, t20852aep, t2091aep, t21013aep, t21229aep, t21682aep, t22133aep, t22395aep, t22441aep, t23648aep, t23663aep, t2368aep, t24181aep, t24246aep, t24549aep, t24687aep, t24791aep, t2479aep, t24934aep, t24938aep, t24949aep, t25020aep, t25153aep, t25302aep, t25533aep, t25651aep, t25683aep, t25995aep, t26415aep, t26438aep, t2654aep, t26705aep, t26740aep, t26772aep, t27033aep, t27094aep, t2723aep, t27538aep, t27641aep, t27839aep, t28151aep, t28206aep, t2830aep, t28405aep, t28512aep, t28521aep, t28608aep, t29098aep, t29103aep, t29320aep, t29369aep, t29490aep, t29584aep, t29612aep, t29668aep, t29669aep, t29674aep, t29685aep, t29730aep, t29764aep, t2978aep, t29797aep, t29842aep, t30054aep, t30176aep, t30237aep, t30358aep, t30770aep, t30850aep, t3105aep, t31117aep, t31144aep, t3141aep, t3142aep, t31503aep, t31525aep, t31710aep, t31813aep, t31838aep, t31944aep, t31997aep, t3227aep, t32280aep, t32298aep, t32388aep, t32532aep, t32561aep, t32607aep, t32609aep, t3282aep, t32984aep, t33020aep, t33022aep, t33111aep, t33227aep, t33475aep, t33764aep, t34380aep, t34385aep, t34424aep, t34475aep, t34486aep, t34502aep, t34538aep, t34609aep, t34847aep, t34988aep, t35146aep, t35271aep, t35488aep, t35573aep, t35590aep, t35592aep, t35608aep, t35837aep, t36169aep, t36337aep, t36613aep, t37004aep, t37043aep, t37405aep, t37460aep, t37740aep, t38251aep, t38432aep, t38458aep, t38611aep, t38653aep, t38672aep, t38673aep, t3924aep, t4318aep, t4831aep, t5068aep, t514aep, t515aep, t526aep, t527aep, t536aep, t5403aep, t5520aep, t5862aep, t5914aep, t6387aep, t6933aep, t7281aep, t7288aep, t7326aep, t7388aep, t7577aep, t7608aep, t7712aep, t8142aep, t8222aep, t8490aep, t8582aep, t8645aep, t8946aep, t9529aep, t9936aep, t9941aep
.......GO:0004386	MF	e	helicase activity             	17/441	737/38747	0.00705	7	17	1	1	1	0.337	t13937aep, t14735aep, t16922aep, t20009aep, t25651aep, t26740aep, t28206aep, t28405aep, t30054aep, t33475aep, t35573aep, t35590aep, t35608aep, t5914aep, t6933aep, t7577aep, t8582aep
....GO:0008324	MF	e	cation transmembrane transporter activity	24/441	1175/38747	0.00709	4	24	1	1	1	0.338	t14664aep, t16922aep, t17803aep, t17956aep, t18338aep, t20009aep, t24246aep, t24938aep, t25020aep, t27641aep, t29612aep, t3227aep, t3282aep, t33764aep, t35271aep, t36613aep, t37460aep, t38611aep, t526aep, t527aep, t5520aep, t6933aep, t7288aep, t9936aep
..GO:0016787	MF	e	hydrolase activity            	106/441	7336/38747	0.00711	2	106	1	1	1	0.338	t10518aep, t10593aep, t11396aep, t12198aep, t13511aep, t13546aep, t13547aep, t13899aep, t13937aep, t14664aep, t14735aep, t14844aep, t14933aep, t16424aep, t16922aep, t17893aep, t17956aep, t18192aep, t18683aep, t18960aep, t19259aep, t19328aep, t19723aep, t20009aep, t20542aep, t20662aep, t21013aep, t21229aep, t21682aep, t23663aep, t24246aep, t24549aep, t24687aep, t24791aep, t2479aep, t24934aep, t25153aep, t25651aep, t25683aep, t26415aep, t26438aep, t2654aep, t26740aep, t26772aep, t27641aep, t27839aep, t28151aep, t28206aep, t28405aep, t28512aep, t28521aep, t29320aep, t29612aep, t29674aep, t29685aep, t30054aep, t30176aep, t30358aep, t30770aep, t31144aep, t3141aep, t3142aep, t31710aep, t31997aep, t3227aep, t32532aep, t32984aep, t33020aep, t33022aep, t33227aep, t33475aep, t33764aep, t34385aep, t34424aep, t34609aep, t34847aep, t35271aep, t35488aep, t35573aep, t35590aep, t35592aep, t35608aep, t35837aep, t36169aep, t37004aep, t38432aep, t38611aep, t38672aep, t38673aep, t4831aep, t5403aep, t5520aep, t5862aep, t5914aep, t6933aep, t7281aep, t7326aep, t7388aep, t7577aep, t7608aep, t7712aep, t8142aep, t8222aep, t8582aep, t8645aep, t8946aep
...GO:0000149	MF	e	SNARE binding                 	5/441	107/38747	0.00769	3	5	1	1	1	0.357	t14426aep, t29764aep, t31838aep, t32984aep, t9936aep
...GO:0061134	MF	e	peptidase regulator activity  	11/441	410/38747	0.00786	3	11	1	1	1	0.357	t17722aep, t17750aep, t19259aep, t2654aep, t31144aep, t3141aep, t3142aep, t34385aep, t34609aep, t36169aep, t37043aep
...GO:0017080	MF	e	sodium channel regulator activity	2/441	12/38747	0.00791	3	2	1	1	1	0.357	t24687aep, t34424aep
....GO:0031593	MF	e	polyubiquitin modification-dependent protein binding	3/441	36/38747	0.00791	4	3	1	1	1	0.357	t22133aep, t29668aep, t29669aep
....GO:0022839	MF	e	ion gated channel activity    	13/441	510/38747	0.00896	6	13	1	1	1	0.389	t14664aep, t17750aep, t17803aep, t18338aep, t24246aep, t24938aep, t25020aep, t31144aep, t36613aep, t37460aep, t526aep, t527aep, t9936aep
....GO:0046872	MF	e	metal ion binding             	70/441	4545/38747	0.00899	4	70	1	1	1	0.389	t10593aep, t11396aep, t11436aep, t12198aep, t12680aep, t13269aep, t14426aep, t14735aep, t16424aep, t16778aep, t17178aep, t17803aep, t17956aep, t18338aep, t18342aep, t18683aep, t18960aep, t19723aep, t203aep, t21013aep, t21682aep, t2368aep, t24246aep, t24687aep, t2479aep, t24938aep, t25020aep, t25153aep, t25651aep, t25683aep, t26415aep, t2654aep, t26705aep, t27094aep, t2723aep, t2830aep, t29320aep, t29490aep, t29612aep, t29685aep, t30054aep, t3105aep, t31997aep, t32280aep, t32984aep, t33020aep, t33764aep, t34385aep, t34424aep, t34609aep, t34847aep, t35271aep, t35608aep, t36169aep, t36613aep, t37405aep, t38611aep, t3924aep, t514aep, t515aep, t526aep, t527aep, t5520aep, t6933aep, t7281aep, t7388aep, t7577aep, t7712aep, t8222aep, t9936aep
..GO:0005212	MF	e	structural constituent of eye lens	2/441	13/38747	0.00928	2	2	1	1	1	0.389	t23648aep, t36337aep
....GO:0004842	MF	e	ubiquitin-protein transferase activity	16/441	696/38747	0.00965	4	16	1	1	1	0.403	t14055aep, t14426aep, t17178aep, t19405aep, t24246aep, t24791aep, t27033aep, t27839aep, t28151aep, t29674aep, t30176aep, t33022aep, t5862aep, t6387aep, t8142aep, t8946aep
...GO:1901682	MF	e	sulfur compound transmembrane transporter activity	4/441	73/38747	0.00972	3	4	1	1	1	0.405	t29674aep, t30176aep, t33022aep, t8142aep
.....GO:0004252	MF	e	serine-type endopeptidase activity	11/441	424/38747	0.00994	6	11	1	1	1	0.41	t12198aep, t16424aep, t21229aep, t24246aep, t24687aep, t28151aep, t33020aep, t34385aep, t34424aep, t38611aep, t7388aep
......GO:0015081	MF	e	sodium ion transmembrane transporter activity	7/441	210/38747	0.0106	7	7	1	1	1	0.41	t17803aep, t29612aep, t33764aep, t35271aep, t526aep, t527aep, t5520aep
...GO:0019787	MF	e	ubiquitin-like protein transferase activity	16/441	715/38747	0.011	3	16	1	1	1	0.41	t14055aep, t14426aep, t17178aep, t19405aep, t24246aep, t24791aep, t27033aep, t27839aep, t28151aep, t29674aep, t30176aep, t33022aep, t5862aep, t6387aep, t8142aep, t8946aep
....GO:0017098	MF	e	sulfonylurea receptor binding 	1/441	1/38747	0.0114	4	1	1	1	1	0.41	      t20542aep
.....GO:0050479	MF	e	glyceryl-ether monooxygenase activity	1/441	1/38747	0.0114	5	1	1	1	1	0.41	      t29320aep
.....GO:0047824	MF	e	D-iditol 2-dehydrogenase activity	1/441	1/38747	0.0114	5	1	1	1	1	0.41	       t7326aep
....GO:0031320	MF	e	hexitol dehydrogenase activity	1/441	1/38747	0.0114	4	1	1	1	1	0.41	       t7326aep
.....GO:0035251	MF	e	UDP-glucosyltransferase activity	3/441	43/38747	0.0129	6	3	1	1	1	0.448	t29612aep, t35271aep, t5520aep
.....GO:0019001	MF	e	guanyl nucleotide binding     	20/441	978/38747	0.0131	6	20	1	1	1	0.455	t13546aep, t13547aep, t15805aep, t16927aep, t17893aep, t18960aep, t19328aep, t20542aep, t24181aep, t28512aep, t30358aep, t3227aep, t32984aep, t33227aep, t34988aep, t35573aep, t35837aep, t38672aep, t38673aep, t7326aep
....GO:0070011	MF	e	peptidase activity, acting on L-amino acid peptides	35/441	2023/38747	0.0131	4	35	1	1	1	0.455	t10518aep, t10593aep, t12198aep, t13511aep, t13937aep, t14664aep, t14844aep, t16424aep, t18960aep, t19259aep, t19723aep, t21013aep, t21229aep, t21682aep, t24246aep, t24687aep, t25651aep, t26415aep, t2654aep, t28151aep, t29320aep, t29685aep, t30176aep, t3227aep, t33020aep, t34385aep, t34424aep, t34609aep, t36169aep, t38611aep, t5403aep, t7281aep, t7388aep, t7712aep, t8222aep
..GO:0097159	MF	e	organic cyclic compound binding	145/441	10680/38747	0.0136	2	145	1	1	1	0.467	t10593aep, t11116aep, t11396aep, t11695aep, t1246aep, t13269aep, t13511aep, t13546aep, t13547aep, t13899aep, t13937aep, t14055aep, t14109aep, t14347aep, t14593aep, t14735aep, t14844aep, t14933aep, t15805aep, t16424aep, t16778aep, t16922aep, t16927aep, t17178aep, t17263aep, t17803aep, t17893aep, t17956aep, t18342aep, t18960aep, t19259aep, t19328aep, t19405aep, t19723aep, t20009aep, t203aep, t20542aep, t20662aep, t20852aep, t21013aep, t21682aep, t22133aep, t22441aep, t23663aep, t24181aep, t24246aep, t24791aep, t24934aep, t24949aep, t25302aep, t25533aep, t25651aep, t25683aep, t25995aep, t26438aep, t2654aep, t26740aep, t26772aep, t27033aep, t27094aep, t27641aep, t27839aep, t28151aep, t28206aep, t28405aep, t28512aep, t28521aep, t28608aep, t29320aep, t29584aep, t29612aep, t29674aep, t2978aep, t29842aep, t30054aep, t30176aep, t30237aep, t30358aep, t30770aep, t30850aep, t3105aep, t31503aep, t31525aep, t31813aep, t31838aep, t31944aep, t31997aep, t3227aep, t32280aep, t32532aep, t32561aep, t32607aep, t32984aep, t33020aep, t33022aep, t33227aep, t33475aep, t33764aep, t34385aep, t34475aep, t34502aep, t34538aep, t34847aep, t34988aep, t35271aep, t35488aep, t35573aep, t35590aep, t35592aep, t35608aep, t35837aep, t36169aep, t37004aep, t37043aep, t37405aep, t37460aep, t38432aep, t38611aep, t38653aep, t38672aep, t38673aep, t3924aep, t4318aep, t4831aep, t5068aep, t514aep, t515aep, t5403aep, t5520aep, t5862aep, t5914aep, t6933aep, t7281aep, t7326aep, t7577aep, t7712aep, t8142aep, t8222aep, t8490aep, t8582aep, t8645aep, t8946aep, t9529aep, t9936aep, t9941aep
......GO:0005164	MF	e	tumor necrosis factor receptor binding	3/441	44/38747	0.0137	6	3	1	1	1	0.468	t17178aep, t2723aep, t28151aep
...GO:0008233	MF	e	peptidase activity            	38/441	2244/38747	0.0137	3	38	1	1	1	0.468	t10518aep, t10593aep, t12198aep, t13511aep, t13937aep, t14664aep, t14844aep, t16424aep, t18960aep, t19259aep, t19723aep, t21013aep, t21229aep, t21682aep, t24246aep, t24687aep, t25651aep, t26415aep, t2654aep, t28151aep, t29320aep, t29685aep, t30176aep, t31144aep, t3141aep, t3142aep, t3227aep, t33020aep, t34385aep, t34424aep, t34609aep, t36169aep, t38611aep, t5403aep, t7281aep, t7388aep, t7712aep, t8222aep
....GO:0022853	MF	e	active ion transmembrane transporter activity	6/441	174/38747	0.015	4	6	1	1	1	0.5	t17956aep, t27641aep, t29612aep, t33764aep, t35271aep, t5520aep
.....GO:0032813	MF	e	tumor necrosis factor receptor superfamily binding	3/441	46/38747	0.0155	5	3	1	1	1	0.508	t17178aep, t2723aep, t28151aep
.....GO:0070530	MF	e	K63-linked polyubiquitin modification-dependent protein binding	2/441	17/38747	0.0157	5	2	1	1	1	0.508	t29668aep, t29669aep
..GO:1901363	MF	e	heterocyclic compound binding 	144/441	10654/38747	0.0158	2	144	1	1	1	0.51	t10593aep, t11116aep, t11396aep, t11695aep, t1246aep, t13269aep, t13511aep, t13546aep, t13547aep, t13899aep, t13937aep, t14055aep, t14109aep, t14347aep, t14593aep, t14735aep, t14844aep, t14933aep, t15805aep, t16424aep, t16778aep, t16922aep, t16927aep, t17178aep, t17263aep, t17803aep, t17893aep, t17956aep, t18342aep, t18960aep, t19259aep, t19328aep, t19405aep, t19723aep, t20009aep, t203aep, t20542aep, t20662aep, t20852aep, t21013aep, t21682aep, t22133aep, t22441aep, t23663aep, t24181aep, t24246aep, t24791aep, t24934aep, t24949aep, t25302aep, t25533aep, t25651aep, t25683aep, t25995aep, t26438aep, t2654aep, t26740aep, t26772aep, t27033aep, t27094aep, t27641aep, t27839aep, t28151aep, t28206aep, t28405aep, t28512aep, t28521aep, t28608aep, t29320aep, t29584aep, t29612aep, t29674aep, t2978aep, t29842aep, t30054aep, t30176aep, t30237aep, t30358aep, t30770aep, t30850aep, t3105aep, t31503aep, t31525aep, t31813aep, t31838aep, t31944aep, t31997aep, t3227aep, t32532aep, t32561aep, t32607aep, t32984aep, t33020aep, t33022aep, t33227aep, t33475aep, t33764aep, t34385aep, t34475aep, t34502aep, t34538aep, t34847aep, t34988aep, t35271aep, t35488aep, t35573aep, t35590aep, t35592aep, t35608aep, t35837aep, t36169aep, t37004aep, t37043aep, t37405aep, t37460aep, t38432aep, t38611aep, t38653aep, t38672aep, t38673aep, t3924aep, t4318aep, t4831aep, t5068aep, t514aep, t515aep, t5403aep, t5520aep, t5862aep, t5914aep, t6933aep, t7281aep, t7326aep, t7577aep, t7712aep, t8142aep, t8222aep, t8490aep, t8582aep, t8645aep, t8946aep, t9529aep, t9936aep, t9941aep
..GO:1901681	MF	e	sulfur compound binding       	8/441	282/38747	0.0161	2	8	1	1	1	0.519	t21682aep, t24687aep, t2654aep, t29320aep, t33020aep, t34424aep, t38611aep, t7388aep
.GO:0140110	MF	e	transcription regulator activity	29/441	1626/38747	0.0165	1	29	1	1	1	0.527	t10593aep, t11695aep, t13899aep, t14055aep, t14593aep, t14735aep, t16778aep, t17893aep, t19405aep, t23663aep, t24687aep, t24791aep, t25302aep, t25651aep, t26772aep, t27641aep, t28608aep, t30054aep, t31997aep, t32984aep, t34424aep, t38458aep, t4831aep, t5862aep, t7577aep, t7712aep, t8582aep, t8645aep, t9529aep
...GO:0005539	MF	e	glycosaminoglycan binding     	6/441	180/38747	0.0175	3	6	1	1	1	0.544	t21682aep, t24687aep, t2654aep, t33020aep, t34424aep, t7388aep
......GO:0004565	MF	e	beta-galactosidase activity   	2/441	18/38747	0.0175	6	2	1	1	1	0.544	t18683aep, t34609aep
....GO:0030414	MF	e	peptidase inhibitor activity  	9/441	343/38747	0.0175	4	9	1	1	1	0.544	t17722aep, t17750aep, t31144aep, t3141aep, t3142aep, t34385aep, t34609aep, t36169aep, t37043aep
....GO:0022890	MF	e	inorganic cation transmembrane transporter activity	21/441	1068/38747	0.0177	5	21	1	1	1	0.547	t14664aep, t17803aep, t17956aep, t18338aep, t24246aep, t24938aep, t25020aep, t27641aep, t29612aep, t3227aep, t3282aep, t33764aep, t35271aep, t36613aep, t37460aep, t38611aep, t526aep, t527aep, t5520aep, t7288aep, t9936aep
....GO:0004930	MF	e	G protein-coupled receptor activity	17/441	825/38747	0.0186	4	17	1	1	1	0.569	t10593aep, t14664aep, t14933aep, t18501aep, t18683aep, t21013aep, t2368aep, t26415aep, t2654aep, t32280aep, t32388aep, t33020aep, t34385aep, t35271aep, t37004aep, t37043aep, t536aep
